filename,label,bag_type,soil,depth_m,cx_m,clutter
bscan_preview/leak_large_vert_soil_wet_d110_x15_bscan.png,1,large_vert,soil_wet,1.1,0.15,
bscan_preview/leak_large_vert_soil_wet_d110_x25_bscan.png,1,large_vert,soil_wet,1.1,0.25,
bscan_preview/leak_large_vert_soil_wet_d110_x35_bscan.png,1,large_vert,soil_wet,1.1,0.35,
bscan_preview/leak_large_vert_soil_wet_d110_x45_bscan.png,1,large_vert,soil_wet,1.1,0.45,
bscan_preview/leak_small_flat_soil_dry_d010_x15_bscan.png,1,small_flat,soil_dry,0.1,0.15,
bscan_preview/leak_small_flat_soil_dry_d010_x25_bscan.png,1,small_flat,soil_dry,0.1,0.25,
bscan_preview/leak_small_flat_soil_dry_d010_x35_bscan.png,1,small_flat,soil_dry,0.1,0.35,
bscan_preview/leak_small_flat_soil_dry_d010_x45_bscan.png,1,small_flat,soil_dry,0.1,0.45,
bscan_preview/leak_small_flat_soil_dry_d025_x15_bscan.png,1,small_flat,soil_dry,0.25,0.15,
bscan_preview/leak_small_flat_soil_dry_d025_x25_bscan.png,1,small_flat,soil_dry,0.25,0.25,
bscan_preview/leak_small_flat_soil_dry_d025_x35_bscan.png,1,small_flat,soil_dry,0.25,0.35,
bscan_preview/leak_small_flat_soil_dry_d025_x45_bscan.png,1,small_flat,soil_dry,0.25,0.45,
bscan_preview/leak_small_flat_soil_dry_d040_x15_bscan.png,1,small_flat,soil_dry,0.4,0.15,
bscan_preview/leak_small_flat_soil_dry_d040_x25_bscan.png,1,small_flat,soil_dry,0.4,0.25,
bscan_preview/leak_small_flat_soil_dry_d040_x35_bscan.png,1,small_flat,soil_dry,0.4,0.35,
bscan_preview/leak_small_flat_soil_dry_d040_x45_bscan.png,1,small_flat,soil_dry,0.4,0.45,
bscan_preview/leak_small_flat_soil_dry_d060_x15_bscan.png,1,small_flat,soil_dry,0.6,0.15,
bscan_preview/leak_small_flat_soil_dry_d060_x25_bscan.png,1,small_flat,soil_dry,0.6,0.25,
bscan_preview/leak_small_flat_soil_dry_d060_x35_bscan.png,1,small_flat,soil_dry,0.6,0.35,
bscan_preview/leak_small_flat_soil_dry_d060_x45_bscan.png,1,small_flat,soil_dry,0.6,0.45,
bscan_preview/leak_small_flat_soil_dry_d080_x15_bscan.png,1,small_flat,soil_dry,0.8,0.15,
bscan_preview/leak_small_flat_soil_dry_d080_x25_bscan.png,1,small_flat,soil_dry,0.8,0.25,
bscan_preview/leak_small_flat_soil_dry_d080_x35_bscan.png,1,small_flat,soil_dry,0.8,0.35,
bscan_preview/leak_small_flat_soil_dry_d080_x45_bscan.png,1,small_flat,soil_dry,0.8,0.45,
bscan_preview/leak_small_flat_soil_dry_d110_x15_bscan.png,1,small_flat,soil_dry,1.1,0.15,
bscan_preview/leak_small_flat_soil_dry_d110_x25_bscan.png,1,small_flat,soil_dry,1.1,0.25,
bscan_preview/leak_small_flat_soil_dry_d110_x35_bscan.png,1,small_flat,soil_dry,1.1,0.35,
bscan_preview/leak_small_flat_soil_dry_d110_x45_bscan.png,1,small_flat,soil_dry,1.1,0.45,
bscan_preview/leak_small_flat_soil_med_d010_x15_bscan.png,1,small_flat,soil_med,0.1,0.15,
bscan_preview/leak_small_flat_soil_med_d010_x25_bscan.png,1,small_flat,soil_med,0.1,0.25,
bscan_preview/leak_small_flat_soil_med_d010_x35_bscan.png,1,small_flat,soil_med,0.1,0.35,
bscan_preview/leak_small_flat_soil_med_d010_x45_bscan.png,1,small_flat,soil_med,0.1,0.45,
bscan_preview/leak_small_flat_soil_med_d025_x15_bscan.png,1,small_flat,soil_med,0.25,0.15,
bscan_preview/leak_small_flat_soil_med_d025_x25_bscan.png,1,small_flat,soil_med,0.25,0.25,
bscan_preview/leak_small_flat_soil_med_d025_x35_bscan.png,1,small_flat,soil_med,0.25,0.35,
bscan_preview/leak_small_flat_soil_med_d025_x45_bscan.png,1,small_flat,soil_med,0.25,0.45,
bscan_preview/leak_small_flat_soil_med_d040_x15_bscan.png,1,small_flat,soil_med,0.4,0.15,
bscan_preview/leak_small_flat_soil_med_d040_x25_bscan.png,1,small_flat,soil_med,0.4,0.25,
bscan_preview/leak_small_flat_soil_med_d040_x35_bscan.png,1,small_flat,soil_med,0.4,0.35,
bscan_preview/leak_small_flat_soil_med_d040_x45_bscan.png,1,small_flat,soil_med,0.4,0.45,
bscan_preview/leak_small_flat_soil_med_d060_x15_bscan.png,1,small_flat,soil_med,0.6,0.15,
bscan_preview/leak_small_flat_soil_med_d060_x25_bscan.png,1,small_flat,soil_med,0.6,0.25,
bscan_preview/leak_small_flat_soil_med_d060_x35_bscan.png,1,small_flat,soil_med,0.6,0.35,
bscan_preview/leak_small_flat_soil_med_d060_x45_bscan.png,1,small_flat,soil_med,0.6,0.45,
bscan_preview/leak_small_flat_soil_med_d080_x15_bscan.png,1,small_flat,soil_med,0.8,0.15,
bscan_preview/leak_small_flat_soil_med_d080_x25_bscan.png,1,small_flat,soil_med,0.8,0.25,
bscan_preview/leak_small_flat_soil_med_d080_x35_bscan.png,1,small_flat,soil_med,0.8,0.35,
bscan_preview/leak_small_flat_soil_med_d080_x45_bscan.png,1,small_flat,soil_med,0.8,0.45,
bscan_preview/leak_small_flat_soil_med_d110_x15_bscan.png,1,small_flat,soil_med,1.1,0.15,
bscan_preview/leak_small_flat_soil_med_d110_x25_bscan.png,1,small_flat,soil_med,1.1,0.25,
bscan_preview/leak_small_flat_soil_med_d110_x35_bscan.png,1,small_flat,soil_med,1.1,0.35,
bscan_preview/leak_small_flat_soil_med_d110_x45_bscan.png,1,small_flat,soil_med,1.1,0.45,
bscan_preview/leak_small_flat_soil_wet_d010_x15_bscan.png,1,small_flat,soil_wet,0.1,0.15,
bscan_preview/leak_small_flat_soil_wet_d010_x25_bscan.png,1,small_flat,soil_wet,0.1,0.25,
bscan_preview/leak_small_flat_soil_wet_d010_x35_bscan.png,1,small_flat,soil_wet,0.1,0.35,
bscan_preview/leak_small_flat_soil_wet_d010_x45_bscan.png,1,small_flat,soil_wet,0.1,0.45,
bscan_preview/leak_small_flat_soil_wet_d025_x15_bscan.png,1,small_flat,soil_wet,0.25,0.15,
bscan_preview/leak_small_flat_soil_wet_d025_x25_bscan.png,1,small_flat,soil_wet,0.25,0.25,
bscan_preview/leak_small_flat_soil_wet_d025_x35_bscan.png,1,small_flat,soil_wet,0.25,0.35,
bscan_preview/leak_small_flat_soil_wet_d025_x45_bscan.png,1,small_flat,soil_wet,0.25,0.45,
bscan_preview/leak_small_flat_soil_wet_d040_x15_bscan.png,1,small_flat,soil_wet,0.4,0.15,
bscan_preview/leak_small_flat_soil_wet_d040_x25_bscan.png,1,small_flat,soil_wet,0.4,0.25,
bscan_preview/leak_small_flat_soil_wet_d040_x35_bscan.png,1,small_flat,soil_wet,0.4,0.35,
bscan_preview/leak_small_flat_soil_wet_d040_x45_bscan.png,1,small_flat,soil_wet,0.4,0.45,
bscan_preview/leak_small_flat_soil_wet_d060_x15_bscan.png,1,small_flat,soil_wet,0.6,0.15,
bscan_preview/leak_small_flat_soil_wet_d060_x25_bscan.png,1,small_flat,soil_wet,0.6,0.25,
bscan_preview/leak_small_flat_soil_wet_d060_x35_bscan.png,1,small_flat,soil_wet,0.6,0.35,
bscan_preview/leak_small_flat_soil_wet_d060_x45_bscan.png,1,small_flat,soil_wet,0.6,0.45,
bscan_preview/leak_small_flat_soil_wet_d080_x15_bscan.png,1,small_flat,soil_wet,0.8,0.15,
bscan_preview/leak_small_flat_soil_wet_d080_x25_bscan.png,1,small_flat,soil_wet,0.8,0.25,
bscan_preview/leak_small_flat_soil_wet_d080_x35_bscan.png,1,small_flat,soil_wet,0.8,0.35,
bscan_preview/leak_small_flat_soil_wet_d080_x45_bscan.png,1,small_flat,soil_wet,0.8,0.45,
bscan_preview/leak_small_flat_soil_wet_d110_x15_bscan.png,1,small_flat,soil_wet,1.1,0.15,
bscan_preview/leak_small_flat_soil_wet_d110_x25_bscan.png,1,small_flat,soil_wet,1.1,0.25,
bscan_preview/leak_small_flat_soil_wet_d110_x35_bscan.png,1,small_flat,soil_wet,1.1,0.35,
bscan_preview/leak_small_flat_soil_wet_d110_x45_bscan.png,1,small_flat,soil_wet,1.1,0.45,
bscan_preview/leak_small_vert_soil_dry_d010_x15_bscan.png,1,small_vert,soil_dry,0.1,0.15,
bscan_preview/leak_small_vert_soil_dry_d010_x25_bscan.png,1,small_vert,soil_dry,0.1,0.25,
bscan_preview/leak_small_vert_soil_dry_d010_x35_bscan.png,1,small_vert,soil_dry,0.1,0.35,
bscan_preview/leak_small_vert_soil_dry_d010_x45_bscan.png,1,small_vert,soil_dry,0.1,0.45,
bscan_preview/leak_small_vert_soil_dry_d025_x15_bscan.png,1,small_vert,soil_dry,0.25,0.15,
bscan_preview/leak_small_vert_soil_dry_d025_x25_bscan.png,1,small_vert,soil_dry,0.25,0.25,
bscan_preview/leak_small_vert_soil_dry_d025_x35_bscan.png,1,small_vert,soil_dry,0.25,0.35,
bscan_preview/leak_small_vert_soil_dry_d025_x45_bscan.png,1,small_vert,soil_dry,0.25,0.45,
bscan_preview/leak_small_vert_soil_dry_d040_x15_bscan.png,1,small_vert,soil_dry,0.4,0.15,
bscan_preview/leak_small_vert_soil_dry_d040_x25_bscan.png,1,small_vert,soil_dry,0.4,0.25,
bscan_preview/leak_small_vert_soil_dry_d040_x35_bscan.png,1,small_vert,soil_dry,0.4,0.35,
bscan_preview/leak_small_vert_soil_dry_d040_x45_bscan.png,1,small_vert,soil_dry,0.4,0.45,
bscan_preview/leak_small_vert_soil_dry_d060_x15_bscan.png,1,small_vert,soil_dry,0.6,0.15,
bscan_preview/leak_small_vert_soil_dry_d060_x25_bscan.png,1,small_vert,soil_dry,0.6,0.25,
bscan_preview/leak_small_vert_soil_dry_d060_x35_bscan.png,1,small_vert,soil_dry,0.6,0.35,
bscan_preview/leak_small_vert_soil_dry_d060_x45_bscan.png,1,small_vert,soil_dry,0.6,0.45,
bscan_preview/leak_small_vert_soil_dry_d080_x15_bscan.png,1,small_vert,soil_dry,0.8,0.15,
bscan_preview/leak_small_vert_soil_dry_d080_x25_bscan.png,1,small_vert,soil_dry,0.8,0.25,
bscan_preview/leak_small_vert_soil_dry_d080_x35_bscan.png,1,small_vert,soil_dry,0.8,0.35,
bscan_preview/leak_small_vert_soil_dry_d080_x45_bscan.png,1,small_vert,soil_dry,0.8,0.45,
bscan_preview/leak_small_vert_soil_dry_d110_x15_bscan.png,1,small_vert,soil_dry,1.1,0.15,
bscan_preview/leak_small_vert_soil_dry_d110_x25_bscan.png,1,small_vert,soil_dry,1.1,0.25,
bscan_preview/leak_small_vert_soil_dry_d110_x35_bscan.png,1,small_vert,soil_dry,1.1,0.35,
bscan_preview/leak_small_vert_soil_dry_d110_x45_bscan.png,1,small_vert,soil_dry,1.1,0.45,
bscan_preview/leak_small_vert_soil_med_d010_x15_bscan.png,1,small_vert,soil_med,0.1,0.15,
bscan_preview/leak_small_vert_soil_med_d010_x25_bscan.png,1,small_vert,soil_med,0.1,0.25,
bscan_preview/leak_small_vert_soil_med_d010_x35_bscan.png,1,small_vert,soil_med,0.1,0.35,
bscan_preview/leak_small_vert_soil_med_d010_x45_bscan.png,1,small_vert,soil_med,0.1,0.45,
bscan_preview/leak_small_vert_soil_med_d025_x15_bscan.png,1,small_vert,soil_med,0.25,0.15,
bscan_preview/leak_small_vert_soil_med_d025_x25_bscan.png,1,small_vert,soil_med,0.25,0.25,
bscan_preview/leak_small_vert_soil_med_d025_x35_bscan.png,1,small_vert,soil_med,0.25,0.35,
bscan_preview/leak_small_vert_soil_med_d025_x45_bscan.png,1,small_vert,soil_med,0.25,0.45,
bscan_preview/leak_small_vert_soil_med_d040_x15_bscan.png,1,small_vert,soil_med,0.4,0.15,
bscan_preview/leak_small_vert_soil_med_d040_x25_bscan.png,1,small_vert,soil_med,0.4,0.25,
bscan_preview/leak_small_vert_soil_med_d040_x35_bscan.png,1,small_vert,soil_med,0.4,0.35,
bscan_preview/leak_small_vert_soil_med_d040_x45_bscan.png,1,small_vert,soil_med,0.4,0.45,
bscan_preview/leak_small_vert_soil_med_d060_x15_bscan.png,1,small_vert,soil_med,0.6,0.15,
bscan_preview/leak_small_vert_soil_med_d060_x25_bscan.png,1,small_vert,soil_med,0.6,0.25,
bscan_preview/leak_small_vert_soil_med_d060_x35_bscan.png,1,small_vert,soil_med,0.6,0.35,
bscan_preview/leak_small_vert_soil_med_d060_x45_bscan.png,1,small_vert,soil_med,0.6,0.45,
bscan_preview/leak_small_vert_soil_med_d080_x15_bscan.png,1,small_vert,soil_med,0.8,0.15,
bscan_preview/leak_small_vert_soil_med_d080_x25_bscan.png,1,small_vert,soil_med,0.8,0.25,
bscan_preview/leak_small_vert_soil_med_d080_x35_bscan.png,1,small_vert,soil_med,0.8,0.35,
bscan_preview/leak_small_vert_soil_med_d080_x45_bscan.png,1,small_vert,soil_med,0.8,0.45,
bscan_preview/leak_small_vert_soil_med_d110_x15_bscan.png,1,small_vert,soil_med,1.1,0.15,
bscan_preview/leak_small_vert_soil_med_d110_x25_bscan.png,1,small_vert,soil_med,1.1,0.25,
bscan_preview/leak_small_vert_soil_med_d110_x35_bscan.png,1,small_vert,soil_med,1.1,0.35,
bscan_preview/leak_small_vert_soil_med_d110_x45_bscan.png,1,small_vert,soil_med,1.1,0.45,
bscan_preview/leak_small_vert_soil_wet_d010_x15_bscan.png,1,small_vert,soil_wet,0.1,0.15,
bscan_preview/leak_small_vert_soil_wet_d010_x25_bscan.png,1,small_vert,soil_wet,0.1,0.25,
bscan_preview/leak_small_vert_soil_wet_d010_x35_bscan.png,1,small_vert,soil_wet,0.1,0.35,
bscan_preview/leak_small_vert_soil_wet_d010_x45_bscan.png,1,small_vert,soil_wet,0.1,0.45,
bscan_preview/leak_small_vert_soil_wet_d025_x15_bscan.png,1,small_vert,soil_wet,0.25,0.15,
bscan_preview/leak_small_vert_soil_wet_d025_x25_bscan.png,1,small_vert,soil_wet,0.25,0.25,
bscan_preview/leak_small_vert_soil_wet_d025_x35_bscan.png,1,small_vert,soil_wet,0.25,0.35,
bscan_preview/leak_small_vert_soil_wet_d025_x45_bscan.png,1,small_vert,soil_wet,0.25,0.45,
bscan_preview/leak_small_vert_soil_wet_d040_x15_bscan.png,1,small_vert,soil_wet,0.4,0.15,
bscan_preview/leak_small_vert_soil_wet_d040_x25_bscan.png,1,small_vert,soil_wet,0.4,0.25,
bscan_preview/leak_small_vert_soil_wet_d040_x35_bscan.png,1,small_vert,soil_wet,0.4,0.35,
bscan_preview/leak_small_vert_soil_wet_d040_x45_bscan.png,1,small_vert,soil_wet,0.4,0.45,
bscan_preview/leak_small_vert_soil_wet_d060_x15_bscan.png,1,small_vert,soil_wet,0.6,0.15,
bscan_preview/leak_small_vert_soil_wet_d060_x25_bscan.png,1,small_vert,soil_wet,0.6,0.25,
bscan_preview/leak_small_vert_soil_wet_d060_x35_bscan.png,1,small_vert,soil_wet,0.6,0.35,
bscan_preview/leak_small_vert_soil_wet_d060_x45_bscan.png,1,small_vert,soil_wet,0.6,0.45,
bscan_preview/leak_small_vert_soil_wet_d080_x15_bscan.png,1,small_vert,soil_wet,0.8,0.15,
bscan_preview/leak_small_vert_soil_wet_d080_x25_bscan.png,1,small_vert,soil_wet,0.8,0.25,
bscan_preview/leak_small_vert_soil_wet_d080_x35_bscan.png,1,small_vert,soil_wet,0.8,0.35,
bscan_preview/leak_small_vert_soil_wet_d080_x45_bscan.png,1,small_vert,soil_wet,0.8,0.45,
bscan_preview/leak_small_vert_soil_wet_d110_x15_bscan.png,1,small_vert,soil_wet,1.1,0.15,
bscan_preview/leak_small_vert_soil_wet_d110_x25_bscan.png,1,small_vert,soil_wet,1.1,0.25,
bscan_preview/leak_small_vert_soil_wet_d110_x35_bscan.png,1,small_vert,soil_wet,1.1,0.35,
bscan_preview/leak_small_vert_soil_wet_d110_x45_bscan.png,1,small_vert,soil_wet,1.1,0.45,
